Unnamed: 0,Penyakit,Gejala_1,Gejala_2,Gejala_3,Gejala_4
4029,Hipertensi,sakit kepala,nyeri dada,pusing,kehilangan keseimbangan
4030,Migrain,keasaman,gangguan pencernaan,sakit kepala,penglihatan kabur dan terdistorsi
4033,Penyakit kuning,gatal,muntah,kelelahan,penurunan berat badan
4034,Malaria,panas dingin,muntah,demam tinggi,berkeringat
4035,Cacar air,gatal,ruam kulit,kelelahan,kelesuan
4036,demam berdarah,ruam kulit,panas dingin,nyeri sendi,muntah
4037,Penyakit tipus,panas dingin,muntah,kelelahan,demam tinggi
4044,TBC,panas dingin,muntah,kelelahan,penurunan berat badan
4045,Flu biasa,bersin terus menerus,panas dingin,kelelahan,batuk
4046,Radang paru-paru,panas dingin,kelelahan,batuk,demam tinggi
4047,Wasir dimorfik (tumpukan),sembelit,nyeri saat buang air besar,nyeri di wilayah anal,darah dalam tinja
4062,GERD,sakit perut,keasaman,bisul di lidah,muntah
4065,Penyakit tukak lambung,muntah,gangguan pencernaan,kehilangan nafsu makan,sakit perut
4066,AIDS,pengecilan otot,bercak di tenggorokan,demam tinggi,kontak di luar nikah
4067,Diabetes,kelelahan,penurunan berat badan,kegelisahan,kelesuan
4070,Hipertensi,sakit kepala,nyeri dada,pusing,kehilangan keseimbangan
4071,Migrain,keasaman,gangguan pencernaan,sakit kepala,penglihatan kabur dan terdistorsi
4074,Penyakit kuning,gatal,muntah,kelelahan,penurunan berat badan
4075,Malaria,panas dingin,muntah,demam tinggi,berkeringat
4076,Cacar air,gatal,ruam kulit,kelelahan,kelesuan
4077,demam berdarah,ruam kulit,panas dingin,nyeri sendi,muntah
4078,Penyakit tipus,panas dingin,muntah,kelelahan,demam tinggi
4085,TBC,panas dingin,muntah,kelelahan,penurunan berat badan
4086,Flu biasa,bersin terus menerus,panas dingin,kelelahan,batuk
4087,Radang paru-paru,panas dingin,kelelahan,batuk,demam tinggi
4088,Wasir dimorfik (tumpukan),sembelit,nyeri saat buang air besar,nyeri di wilayah anal,darah dalam tinja
4103,GERD,sakit perut,keasaman,bisul di lidah,muntah
4106,Penyakit tukak lambung,muntah,gangguan pencernaan,kehilangan nafsu makan,sakit perut
4107,AIDS,pengecilan otot,bercak di tenggorokan,demam tinggi,kontak di luar nikah
4108,Diabetes,kelelahan,penurunan berat badan,kegelisahan,kelesuan
4111,Hipertensi,sakit kepala,nyeri dada,pusing,kehilangan keseimbangan
4112,Migrain,keasaman,gangguan pencernaan,sakit kepala,penglihatan kabur dan terdistorsi
4115,Penyakit kuning,gatal,muntah,kelelahan,penurunan berat badan
4116,Malaria,panas dingin,muntah,demam tinggi,berkeringat
4117,Cacar air,gatal,ruam kulit,kelelahan,kelesuan
4118,demam berdarah,ruam kulit,panas dingin,nyeri sendi,muntah
4119,Penyakit tipus,panas dingin,muntah,kelelahan,demam tinggi
4126,TBC,panas dingin,muntah,kelelahan,penurunan berat badan
4127,Flu biasa,bersin terus menerus,panas dingin,kelelahan,batuk
4128,Radang paru-paru,panas dingin,kelelahan,batuk,demam tinggi
4129,Wasir dimorfik (tumpukan),sembelit,nyeri saat buang air besar,nyeri di wilayah anal,darah dalam tinja
4144,GERD,sakit perut,keasaman,bisul di lidah,muntah
4147,Penyakit tukak lambung,muntah,gangguan pencernaan,kehilangan nafsu makan,sakit perut
4148,AIDS,pengecilan otot,bercak di tenggorokan,demam tinggi,kontak di luar nikah
4149,Diabetes,kelelahan,penurunan berat badan,kegelisahan,kelesuan
4152,Hipertensi,sakit kepala,nyeri dada,pusing,kehilangan keseimbangan
4153,Migrain,keasaman,gangguan pencernaan,sakit kepala,penglihatan kabur dan terdistorsi
4156,Penyakit kuning,gatal,muntah,kelelahan,penurunan berat badan
4157,Malaria,panas dingin,muntah,demam tinggi,berkeringat
4158,Cacar air,gatal,ruam kulit,kelelahan,kelesuan
4159,demam berdarah,ruam kulit,panas dingin,nyeri sendi,muntah
4160,Penyakit tipus,panas dingin,muntah,kelelahan,demam tinggi
4167,TBC,panas dingin,muntah,kelelahan,penurunan berat badan
4168,Flu biasa,bersin terus menerus,panas dingin,kelelahan,batuk
4169,Radang paru-paru,panas dingin,kelelahan,batuk,demam tinggi
4170,Wasir dimorfik (tumpukan),sembelit,nyeri saat buang air besar,nyeri di wilayah anal,darah dalam tinja
4185,GERD,sakit perut,keasaman,bisul di lidah,muntah
4188,Penyakit tukak lambung,muntah,gangguan pencernaan,kehilangan nafsu makan,sakit perut
4189,AIDS,pengecilan otot,bercak di tenggorokan,demam tinggi,kontak di luar nikah
4190,Diabetes,kelelahan,penurunan berat badan,kegelisahan,kelesuan
4193,Hipertensi,sakit kepala,nyeri dada,pusing,kehilangan keseimbangan
4194,Migrain,keasaman,gangguan pencernaan,sakit kepala,penglihatan kabur dan terdistorsi
4197,Penyakit kuning,gatal,muntah,kelelahan,penurunan berat badan
4198,Malaria,panas dingin,muntah,demam tinggi,berkeringat
4199,Cacar air,gatal,ruam kulit,kelelahan,kelesuan
4200,demam berdarah,ruam kulit,panas dingin,nyeri sendi,muntah
4201,Penyakit tipus,panas dingin,muntah,kelelahan,demam tinggi
4208,TBC,panas dingin,muntah,kelelahan,penurunan berat badan
4209,Flu biasa,bersin terus menerus,panas dingin,kelelahan,batuk
4210,Radang paru-paru,panas dingin,kelelahan,batuk,demam tinggi
4211,Wasir dimorfik (tumpukan),sembelit,nyeri saat buang air besar,nyeri di wilayah anal,darah dalam tinja
4226,GERD,sakit perut,keasaman,bisul di lidah,muntah
4229,Penyakit tukak lambung,muntah,gangguan pencernaan,kehilangan nafsu makan,sakit perut
4230,AIDS,pengecilan otot,bercak di tenggorokan,demam tinggi,kontak di luar nikah
4231,Diabetes,kelelahan,penurunan berat badan,kegelisahan,kelesuan
4234,Hipertensi,sakit kepala,nyeri dada,pusing,kehilangan keseimbangan
4235,Migrain,keasaman,gangguan pencernaan,sakit kepala,penglihatan kabur dan terdistorsi
4238,Penyakit kuning,gatal,muntah,kelelahan,penurunan berat badan
4239,Malaria,panas dingin,muntah,demam tinggi,berkeringat
4240,Cacar air,gatal,ruam kulit,kelelahan,kelesuan
4241,demam berdarah,ruam kulit,panas dingin,nyeri sendi,muntah
4242,Penyakit tipus,panas dingin,muntah,kelelahan,demam tinggi
4249,TBC,panas dingin,muntah,kelelahan,penurunan berat badan
4250,Flu biasa,bersin terus menerus,panas dingin,kelelahan,batuk
4251,Radang paru-paru,panas dingin,kelelahan,batuk,demam tinggi
4252,Wasir dimorfik (tumpukan),sembelit,nyeri saat buang air besar,nyeri di wilayah anal,darah dalam tinja
4267,GERD,sakit perut,keasaman,bisul di lidah,muntah
4270,Penyakit tukak lambung,muntah,gangguan pencernaan,kehilangan nafsu makan,sakit perut
4271,AIDS,pengecilan otot,bercak di tenggorokan,demam tinggi,kontak di luar nikah
4272,Diabetes,kelelahan,penurunan berat badan,kegelisahan,kelesuan
4275,Hipertensi,sakit kepala,nyeri dada,pusing,kehilangan keseimbangan
4276,Migrain,keasaman,gangguan pencernaan,sakit kepala,penglihatan kabur dan terdistorsi
4279,Penyakit kuning,gatal,muntah,kelelahan,penurunan berat badan
4280,Malaria,panas dingin,muntah,demam tinggi,berkeringat
4281,Cacar air,gatal,ruam kulit,kelelahan,kelesuan
4282,demam berdarah,ruam kulit,panas dingin,nyeri sendi,muntah
4283,Penyakit tipus,panas dingin,muntah,kelelahan,demam tinggi
4290,TBC,panas dingin,muntah,kelelahan,penurunan berat badan
4291,Flu biasa,bersin terus menerus,panas dingin,kelelahan,batuk
4292,Radang paru-paru,panas dingin,kelelahan,batuk,demam tinggi
4293,Wasir dimorfik (tumpukan),sembelit,nyeri saat buang air besar,nyeri di wilayah anal,darah dalam tinja
4308,GERD,sakit perut,keasaman,bisul di lidah,muntah
4311,Penyakit tukak lambung,muntah,gangguan pencernaan,kehilangan nafsu makan,sakit perut
4312,AIDS,pengecilan otot,bercak di tenggorokan,demam tinggi,kontak di luar nikah
4313,Diabetes,kelelahan,penurunan berat badan,kegelisahan,kelesuan
4316,Hipertensi,sakit kepala,nyeri dada,pusing,kehilangan keseimbangan
4317,Migrain,keasaman,gangguan pencernaan,sakit kepala,penglihatan kabur dan terdistorsi
4320,Penyakit kuning,gatal,muntah,kelelahan,penurunan berat badan
4321,Malaria,panas dingin,muntah,demam tinggi,berkeringat
4322,Cacar air,gatal,ruam kulit,kelelahan,kelesuan
4323,demam berdarah,ruam kulit,panas dingin,nyeri sendi,muntah
4324,Penyakit tipus,panas dingin,muntah,kelelahan,demam tinggi
4331,TBC,panas dingin,muntah,kelelahan,penurunan berat badan
4332,Flu biasa,bersin terus menerus,panas dingin,kelelahan,batuk
4333,Radang paru-paru,panas dingin,kelelahan,batuk,demam tinggi
4334,Wasir dimorfik (tumpukan),sembelit,nyeri saat buang air besar,nyeri di wilayah anal,darah dalam tinja
4349,GERD,sakit perut,keasaman,bisul di lidah,muntah
4352,Penyakit tukak lambung,muntah,gangguan pencernaan,kehilangan nafsu makan,sakit perut
4353,AIDS,pengecilan otot,bercak di tenggorokan,demam tinggi,kontak di luar nikah
4354,Diabetes,kelelahan,penurunan berat badan,kegelisahan,kelesuan
4357,Hipertensi,sakit kepala,nyeri dada,pusing,kehilangan keseimbangan
4358,Migrain,keasaman,gangguan pencernaan,sakit kepala,penglihatan kabur dan terdistorsi
4361,Penyakit kuning,gatal,muntah,kelelahan,penurunan berat badan
4362,Malaria,panas dingin,muntah,demam tinggi,berkeringat
4363,Cacar air,gatal,ruam kulit,kelelahan,kelesuan
4364,demam berdarah,ruam kulit,panas dingin,nyeri sendi,muntah
4365,Penyakit tipus,panas dingin,muntah,kelelahan,demam tinggi
4372,TBC,panas dingin,muntah,kelelahan,penurunan berat badan
4373,Flu biasa,bersin terus menerus,panas dingin,kelelahan,batuk
4374,Radang paru-paru,panas dingin,kelelahan,batuk,demam tinggi
4375,Wasir dimorfik (tumpukan),sembelit,nyeri saat buang air besar,nyeri di wilayah anal,darah dalam tinja
4390,GERD,sakit perut,keasaman,bisul di lidah,muntah
4393,Penyakit tukak lambung,muntah,gangguan pencernaan,kehilangan nafsu makan,sakit perut
4394,AIDS,pengecilan otot,bercak di tenggorokan,demam tinggi,kontak di luar nikah
4395,Diabetes,kelelahan,penurunan berat badan,kegelisahan,kelesuan
4398,Hipertensi,sakit kepala,nyeri dada,pusing,kehilangan keseimbangan
4399,Migrain,keasaman,gangguan pencernaan,sakit kepala,penglihatan kabur dan terdistorsi
4402,Penyakit kuning,gatal,muntah,kelelahan,penurunan berat badan
4403,Malaria,panas dingin,muntah,demam tinggi,berkeringat
4404,Cacar air,gatal,ruam kulit,kelelahan,kelesuan
4405,demam berdarah,ruam kulit,panas dingin,nyeri sendi,muntah
4406,Penyakit tipus,panas dingin,muntah,kelelahan,demam tinggi
4413,TBC,panas dingin,muntah,kelelahan,penurunan berat badan
4414,Flu biasa,bersin terus menerus,panas dingin,kelelahan,batuk
4415,Radang paru-paru,panas dingin,kelelahan,batuk,demam tinggi
4416,Wasir dimorfik (tumpukan),sembelit,nyeri saat buang air besar,nyeri di wilayah anal,darah dalam tinja
4431,GERD,sakit perut,keasaman,bisul di lidah,muntah
4434,Penyakit tukak lambung,muntah,gangguan pencernaan,kehilangan nafsu makan,sakit perut
4435,AIDS,pengecilan otot,bercak di tenggorokan,demam tinggi,kontak di luar nikah
4436,Diabetes,kelelahan,penurunan berat badan,kegelisahan,kelesuan
4439,Hipertensi,sakit kepala,nyeri dada,pusing,kehilangan keseimbangan
4440,Migrain,keasaman,gangguan pencernaan,sakit kepala,penglihatan kabur dan terdistorsi
4443,Penyakit kuning,gatal,muntah,kelelahan,penurunan berat badan
4444,Malaria,panas dingin,muntah,demam tinggi,berkeringat
4445,Cacar air,gatal,ruam kulit,kelelahan,kelesuan
4446,demam berdarah,ruam kulit,panas dingin,nyeri sendi,muntah
4447,Penyakit tipus,panas dingin,muntah,kelelahan,demam tinggi
4454,TBC,panas dingin,muntah,kelelahan,penurunan berat badan
4455,Flu biasa,bersin terus menerus,panas dingin,kelelahan,batuk
4456,Radang paru-paru,panas dingin,kelelahan,batuk,demam tinggi
4457,Wasir dimorfik (tumpukan),sembelit,nyeri saat buang air besar,nyeri di wilayah anal,darah dalam tinja
4472,GERD,sakit perut,keasaman,bisul di lidah,muntah
4475,Penyakit tukak lambung,muntah,gangguan pencernaan,kehilangan nafsu makan,sakit perut
4476,AIDS,pengecilan otot,bercak di tenggorokan,demam tinggi,kontak di luar nikah
4477,Diabetes,kelelahan,penurunan berat badan,kegelisahan,kelesuan
4480,Hipertensi,sakit kepala,nyeri dada,pusing,kehilangan keseimbangan
4481,Migrain,keasaman,gangguan pencernaan,sakit kepala,penglihatan kabur dan terdistorsi
4484,Penyakit kuning,gatal,muntah,kelelahan,penurunan berat badan
4485,Malaria,panas dingin,muntah,demam tinggi,berkeringat
4486,Cacar air,gatal,ruam kulit,kelelahan,kelesuan
4487,demam berdarah,ruam kulit,panas dingin,nyeri sendi,muntah
4488,Penyakit tipus,panas dingin,muntah,kelelahan,demam tinggi
4495,TBC,panas dingin,muntah,kelelahan,penurunan berat badan
4496,Flu biasa,bersin terus menerus,panas dingin,kelelahan,batuk
4497,Radang paru-paru,panas dingin,kelelahan,batuk,demam tinggi
4498,Wasir dimorfik (tumpukan),sembelit,nyeri saat buang air besar,nyeri di wilayah anal,darah dalam tinja
4513,GERD,sakit perut,keasaman,bisul di lidah,muntah
4516,Penyakit tukak lambung,muntah,gangguan pencernaan,kehilangan nafsu makan,sakit perut
4517,AIDS,pengecilan otot,bercak di tenggorokan,demam tinggi,kontak di luar nikah
4518,Diabetes,kelelahan,penurunan berat badan,kegelisahan,kelesuan
4521,Hipertensi,sakit kepala,nyeri dada,pusing,kehilangan keseimbangan
4522,Migrain,keasaman,gangguan pencernaan,sakit kepala,penglihatan kabur dan terdistorsi
4525,Penyakit kuning,gatal,muntah,kelelahan,penurunan berat badan
4526,Malaria,panas dingin,muntah,demam tinggi,berkeringat
4527,Cacar air,gatal,ruam kulit,kelelahan,kelesuan
4528,demam berdarah,ruam kulit,panas dingin,nyeri sendi,muntah
4529,Penyakit tipus,panas dingin,muntah,kelelahan,demam tinggi
4536,TBC,panas dingin,muntah,kelelahan,penurunan berat badan
4537,Flu biasa,bersin terus menerus,panas dingin,kelelahan,batuk
4538,Radang paru-paru,panas dingin,kelelahan,batuk,demam tinggi
4539,Wasir dimorfik (tumpukan),sembelit,nyeri saat buang air besar,nyeri di wilayah anal,darah dalam tinja
4554,GERD,sakit perut,keasaman,bisul di lidah,muntah
4557,Penyakit tukak lambung,muntah,gangguan pencernaan,kehilangan nafsu makan,sakit perut
4558,AIDS,pengecilan otot,bercak di tenggorokan,demam tinggi,kontak di luar nikah
4559,Diabetes,kelelahan,penurunan berat badan,kegelisahan,kelesuan
4562,Hipertensi,sakit kepala,nyeri dada,pusing,kehilangan keseimbangan
4563,Migrain,keasaman,gangguan pencernaan,sakit kepala,penglihatan kabur dan terdistorsi
4566,Penyakit kuning,gatal,muntah,kelelahan,penurunan berat badan
4567,Malaria,panas dingin,muntah,demam tinggi,berkeringat
4568,Cacar air,gatal,ruam kulit,kelelahan,kelesuan
4569,demam berdarah,ruam kulit,panas dingin,nyeri sendi,muntah
4570,Penyakit tipus,panas dingin,muntah,kelelahan,demam tinggi
4577,TBC,panas dingin,muntah,kelelahan,penurunan berat badan
4578,Flu biasa,bersin terus menerus,panas dingin,kelelahan,batuk
4579,Radang paru-paru,panas dingin,kelelahan,batuk,demam tinggi
4580,Wasir dimorfik (tumpukan),sembelit,nyeri saat buang air besar,nyeri di wilayah anal,darah dalam tinja
4595,GERD,sakit perut,keasaman,bisul di lidah,muntah
4598,Penyakit tukak lambung,muntah,gangguan pencernaan,kehilangan nafsu makan,sakit perut
4599,AIDS,pengecilan otot,bercak di tenggorokan,demam tinggi,kontak di luar nikah
4600,Diabetes,kelelahan,penurunan berat badan,kegelisahan,kelesuan
4603,Hipertensi,sakit kepala,nyeri dada,pusing,kehilangan keseimbangan
4604,Migrain,keasaman,gangguan pencernaan,sakit kepala,penglihatan kabur dan terdistorsi
4607,Penyakit kuning,gatal,muntah,kelelahan,penurunan berat badan
4608,Malaria,panas dingin,muntah,demam tinggi,berkeringat
4609,Cacar air,gatal,ruam kulit,kelelahan,kelesuan
4610,demam berdarah,ruam kulit,panas dingin,nyeri sendi,muntah
4611,Penyakit tipus,panas dingin,muntah,kelelahan,demam tinggi
4618,TBC,panas dingin,muntah,kelelahan,penurunan berat badan
4619,Flu biasa,bersin terus menerus,panas dingin,kelelahan,batuk
4620,Radang paru-paru,panas dingin,kelelahan,batuk,demam tinggi
4621,Wasir dimorfik (tumpukan),sembelit,nyeri saat buang air besar,nyeri di wilayah anal,darah dalam tinja
4636,GERD,sakit perut,keasaman,bisul di lidah,muntah
4639,Penyakit tukak lambung,muntah,gangguan pencernaan,kehilangan nafsu makan,sakit perut
4640,AIDS,pengecilan otot,bercak di tenggorokan,demam tinggi,kontak di luar nikah
4641,Diabetes,kelelahan,penurunan berat badan,kegelisahan,kelesuan
4644,Hipertensi,sakit kepala,nyeri dada,pusing,kehilangan keseimbangan
4645,Migrain,keasaman,gangguan pencernaan,sakit kepala,penglihatan kabur dan terdistorsi
4648,Penyakit kuning,gatal,muntah,kelelahan,penurunan berat badan
4649,Malaria,panas dingin,muntah,demam tinggi,berkeringat
4650,Cacar air,gatal,ruam kulit,kelelahan,kelesuan
4651,demam berdarah,ruam kulit,panas dingin,nyeri sendi,muntah
4652,Penyakit tipus,panas dingin,muntah,kelelahan,demam tinggi
4659,TBC,panas dingin,muntah,kelelahan,penurunan berat badan
4660,Flu biasa,bersin terus menerus,panas dingin,kelelahan,batuk
4661,Radang paru-paru,panas dingin,kelelahan,batuk,demam tinggi
4662,Wasir dimorfik (tumpukan),sembelit,nyeri saat buang air besar,nyeri di wilayah anal,darah dalam tinja
4677,GERD,sakit perut,keasaman,bisul di lidah,muntah
4680,Penyakit tukak lambung,muntah,gangguan pencernaan,kehilangan nafsu makan,sakit perut
4681,AIDS,pengecilan otot,bercak di tenggorokan,demam tinggi,kontak di luar nikah
4682,Diabetes,kelelahan,penurunan berat badan,kegelisahan,kelesuan
4685,Hipertensi,sakit kepala,nyeri dada,pusing,kehilangan keseimbangan
4686,Migrain,keasaman,gangguan pencernaan,sakit kepala,penglihatan kabur dan terdistorsi
4689,Penyakit kuning,gatal,muntah,kelelahan,penurunan berat badan
4690,Malaria,panas dingin,muntah,demam tinggi,berkeringat
4691,Cacar air,gatal,ruam kulit,kelelahan,kelesuan
4692,demam berdarah,ruam kulit,panas dingin,nyeri sendi,muntah
4693,Penyakit tipus,panas dingin,muntah,kelelahan,demam tinggi
4700,TBC,panas dingin,muntah,kelelahan,penurunan berat badan
4701,Flu biasa,bersin terus menerus,panas dingin,kelelahan,batuk
4702,Radang paru-paru,panas dingin,kelelahan,batuk,demam tinggi
4703,Wasir dimorfik (tumpukan),sembelit,nyeri saat buang air besar,nyeri di wilayah anal,darah dalam tinja
4718,GERD,sakit perut,keasaman,bisul di lidah,muntah
4721,Penyakit tukak lambung,muntah,gangguan pencernaan,kehilangan nafsu makan,sakit perut
4722,AIDS,pengecilan otot,bercak di tenggorokan,demam tinggi,kontak di luar nikah
4723,Diabetes,kelelahan,penurunan berat badan,kegelisahan,kelesuan
4726,Hipertensi,sakit kepala,nyeri dada,pusing,kehilangan keseimbangan
4727,Migrain,keasaman,gangguan pencernaan,sakit kepala,penglihatan kabur dan terdistorsi
4730,Penyakit kuning,gatal,muntah,kelelahan,penurunan berat badan
4731,Malaria,panas dingin,muntah,demam tinggi,berkeringat
4732,Cacar air,gatal,ruam kulit,kelelahan,kelesuan
4733,demam berdarah,ruam kulit,panas dingin,nyeri sendi,muntah
4734,Penyakit tipus,panas dingin,muntah,kelelahan,demam tinggi
4741,TBC,panas dingin,muntah,kelelahan,penurunan berat badan
4742,Flu biasa,bersin terus menerus,panas dingin,kelelahan,batuk
4743,Radang paru-paru,panas dingin,kelelahan,batuk,demam tinggi
4744,Wasir dimorfik (tumpukan),sembelit,nyeri saat buang air besar,nyeri di wilayah anal,darah dalam tinja
4759,GERD,sakit perut,keasaman,bisul di lidah,muntah
4762,Penyakit tukak lambung,muntah,gangguan pencernaan,kehilangan nafsu makan,sakit perut
4763,AIDS,pengecilan otot,bercak di tenggorokan,demam tinggi,kontak di luar nikah
4764,Diabetes,kelelahan,penurunan berat badan,kegelisahan,kelesuan
4767,Hipertensi,sakit kepala,nyeri dada,pusing,kehilangan keseimbangan
4768,Migrain,keasaman,gangguan pencernaan,sakit kepala,penglihatan kabur dan terdistorsi
4771,Penyakit kuning,gatal,muntah,kelelahan,penurunan berat badan
4772,Malaria,panas dingin,muntah,demam tinggi,berkeringat
4773,Cacar air,gatal,ruam kulit,kelelahan,kelesuan
4774,demam berdarah,ruam kulit,panas dingin,nyeri sendi,muntah
4775,Penyakit tipus,panas dingin,muntah,kelelahan,demam tinggi
4782,TBC,panas dingin,muntah,kelelahan,penurunan berat badan
4783,Flu biasa,bersin terus menerus,panas dingin,kelelahan,batuk
4784,Radang paru-paru,panas dingin,kelelahan,batuk,demam tinggi
4785,Wasir dimorfik (tumpukan),sembelit,nyeri saat buang air besar,nyeri di wilayah anal,darah dalam tinja
4800,GERD,sakit perut,keasaman,bisul di lidah,muntah
4803,Penyakit tukak lambung,muntah,gangguan pencernaan,kehilangan nafsu makan,sakit perut
4804,AIDS,pengecilan otot,bercak di tenggorokan,demam tinggi,kontak di luar nikah
4805,Diabetes,kelelahan,penurunan berat badan,kegelisahan,kelesuan
4808,Hipertensi,sakit kepala,nyeri dada,pusing,kehilangan keseimbangan
4809,Migrain,keasaman,gangguan pencernaan,sakit kepala,penglihatan kabur dan terdistorsi
4812,Penyakit kuning,gatal,muntah,kelelahan,penurunan berat badan
4813,Malaria,panas dingin,muntah,demam tinggi,berkeringat
4814,Cacar air,gatal,ruam kulit,kelelahan,kelesuan
4815,demam berdarah,ruam kulit,panas dingin,nyeri sendi,muntah
4816,Penyakit tipus,panas dingin,muntah,kelelahan,demam tinggi
4823,TBC,panas dingin,muntah,kelelahan,penurunan berat badan
4824,Flu biasa,bersin terus menerus,panas dingin,kelelahan,batuk
4825,Radang paru-paru,panas dingin,kelelahan,batuk,demam tinggi
4826,Wasir dimorfik (tumpukan),sembelit,nyeri saat buang air besar,nyeri di wilayah anal,darah dalam tinja
4841,GERD,sakit perut,keasaman,bisul di lidah,muntah
4844,Penyakit tukak lambung,muntah,gangguan pencernaan,kehilangan nafsu makan,sakit perut
4845,AIDS,pengecilan otot,bercak di tenggorokan,demam tinggi,kontak di luar nikah
4846,Diabetes,kelelahan,penurunan berat badan,kegelisahan,kelesuan
4849,Hipertensi,sakit kepala,nyeri dada,pusing,kehilangan keseimbangan
4850,Migrain,keasaman,gangguan pencernaan,sakit kepala,penglihatan kabur dan terdistorsi
4853,Penyakit kuning,gatal,muntah,kelelahan,penurunan berat badan
4854,Malaria,panas dingin,muntah,demam tinggi,berkeringat
4855,Cacar air,gatal,ruam kulit,kelelahan,kelesuan
4856,demam berdarah,ruam kulit,panas dingin,nyeri sendi,muntah
4857,Penyakit tipus,panas dingin,muntah,kelelahan,demam tinggi
4864,TBC,panas dingin,muntah,kelelahan,penurunan berat badan
4865,Flu biasa,bersin terus menerus,panas dingin,kelelahan,batuk
4866,Radang paru-paru,panas dingin,kelelahan,batuk,demam tinggi
4867,Wasir dimorfik (tumpukan),sembelit,nyeri saat buang air besar,nyeri di wilayah anal,darah dalam tinja
4882,GERD,sakit perut,keasaman,bisul di lidah,muntah
4885,Penyakit tukak lambung,muntah,gangguan pencernaan,kehilangan nafsu makan,sakit perut
4886,AIDS,pengecilan otot,bercak di tenggorokan,demam tinggi,kontak di luar nikah
4887,Diabetes,kelelahan,penurunan berat badan,kegelisahan,kelesuan
4890,Hipertensi,sakit kepala,nyeri dada,pusing,kehilangan keseimbangan
4891,Migrain,keasaman,gangguan pencernaan,sakit kepala,penglihatan kabur dan terdistorsi
4894,Penyakit kuning,gatal,muntah,kelelahan,penurunan berat badan
4895,Malaria,panas dingin,muntah,demam tinggi,berkeringat
4896,Cacar air,gatal,ruam kulit,kelelahan,kelesuan
4897,demam berdarah,ruam kulit,panas dingin,nyeri sendi,muntah
4898,Penyakit tipus,panas dingin,muntah,kelelahan,demam tinggi
4905,TBC,panas dingin,muntah,kelelahan,penurunan berat badan
4906,Flu biasa,bersin terus menerus,panas dingin,kelelahan,batuk
4907,Radang paru-paru,panas dingin,kelelahan,batuk,demam tinggi
4908,Wasir dimorfik (tumpukan),sembelit,nyeri saat buang air besar,nyeri di wilayah anal,darah dalam tinja
